batch,heads,seqlen,head_dim,causal,precision,status,measured_runtime_ms,measured_runtime_std_ms,measured_bottleneck,error
4,32,16384,64,False,fp8,ok,9.436256408691406,0.004915856369418608,unknown,
4,32,16384,128,True,bf16,ok,5.991968154907227,0.41831779103509054,unknown,
4,32,16384,128,True,fp16,ok,6.69708776473999,0.07107349336186242,unknown,
4,32,16384,128,True,fp8,ok,5.4739837646484375,0.42070157291402815,unknown,
4,32,16384,128,False,bf16,ok,15.755776405334473,0.1497765360193374,unknown,
4,32,16384,128,False,fp16,ok,16.1724796295166,0.256935341347222,unknown,
4,32,16384,128,False,fp8,ok,9.896767616271973,0.16100001488638913,unknown,
4,64,1024,64,True,bf16,ok,0.13446399569511414,0.005773381379556962,unknown,
4,64,1024,64,True,fp16,ok,0.1321599930524826,0.0029149889653150504,unknown,
4,64,1024,64,True,fp8,ok,0.13167999684810638,0.006459319271985615,unknown,
4,64,1024,64,False,bf16,ok,0.15488000214099884,0.004867336743119792,unknown,
4,64,1024,64,False,fp16,ok,0.1563519984483719,0.005269226588810531,unknown,
4,64,1024,64,False,fp8,ok,0.14047999680042267,0.0030974432012576985,unknown,
4,64,1024,128,True,bf16,ok,0.14313599467277527,0.003360671651219928,unknown,
4,64,1024,128,True,fp16,ok,0.14591999351978302,0.01372453756441138,unknown,
4,64,1024,128,True,fp8,ok,0.14211200177669525,0.0017774525771621593,unknown,
4,64,1024,128,False,bf16,ok,0.18131199479103088,0.007175769682784641,unknown,
4,64,1024,128,False,fp16,ok,0.18169599771499634,0.018478132585819384,unknown,
4,64,1024,128,False,fp8,ok,0.14860799908638,0.0023870813464435883,unknown,
4,64,2048,64,True,bf16,ok,0.287200003862381,0.07100164983643853,unknown,
4,64,2048,64,True,fp16,ok,0.2900159955024719,0.0035414338426952804,unknown,
4,64,2048,64,True,fp8,ok,0.282943993806839,0.003024552931004964,unknown,
4,64,2048,64,False,bf16,ok,0.43692800402641296,0.024937220271233778,unknown,
4,64,2048,64,False,fp16,ok,0.4274879992008209,0.007336859857441597,unknown,
4,64,2048,64,False,fp8,ok,0.3437440097332001,0.0072443786764652286,unknown,
4,64,2048,128,True,bf16,ok,0.29232001304626465,0.004186789555931881,unknown,
4,64,2048,128,True,fp16,ok,0.31488001346588135,0.003048655350300759,unknown,
4,64,2048,128,True,fp8,ok,0.2975040078163147,0.0039074853221510815,unknown,
4,64,2048,128,False,bf16,ok,0.5188800096511841,0.006473539009663551,unknown,
4,64,2048,128,False,fp16,ok,0.528223991394043,0.004608073041617667,unknown,
4,64,2048,128,False,fp8,ok,0.37644800543785095,0.00519572352736008,unknown,
4,64,4096,64,True,bf16,ok,0.8024320006370544,0.0033499064767227647,unknown,
4,64,4096,64,True,fp16,ok,0.8376320004463196,0.058996477873521136,unknown,
4,64,4096,64,True,fp8,ok,0.7952640056610107,0.002744676660916484,unknown,
4,64,4096,64,False,bf16,ok,1.56387197971344,0.004307494384463153,unknown,
4,64,4096,64,False,fp16,ok,1.5673279762268066,0.002700535473342387,unknown,
4,64,4096,64,False,fp8,ok,1.2536640167236328,0.002498147746866778,unknown,
4,64,4096,128,True,bf16,ok,0.91184002161026,0.00607437989119497,unknown,
4,64,4096,128,True,fp16,ok,0.9358720183372498,0.00532440950971908,unknown,
4,64,4096,128,True,fp8,ok,0.8093439936637878,0.004828262513188058,unknown,
4,64,4096,128,False,bf16,ok,1.8493119478225708,0.007516397852188744,unknown,
4,64,4096,128,False,fp16,ok,1.9247360229492188,0.013315990032810816,unknown,
